,post_id,text,annotatorid1,target1,label1,annotatorid2,target2,label2,annotatorid3,target3,label3,rationales,final_label,final_target_category
18662,27409911_gab,"['what', 'a', 'fucking', 'bitch', 'lol', 'conservatives', 'are', 'just', 'as', 'liberal', 'as', 'democrats', 'that', 'why', 'they', 'accept', 'faggots', 'nowadays', 'will', 'not', 'be', 'long', 'before', 'they', 'accept', 'trannies', 'too']",209,['Other'],offensive,206,['Homosexual'],hatespeech,211,['Women'],offensive,"[[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]]",offensive,
18664,27419445_gab,"['is', 'it', 'just', 'me', 'or', 'are', 'the', 'only', 'people', 'retarded', 'enough', 'to', 'buy', 'the', 'q', 'larp', 'boomers', 'i', 'swear', 'they', 'eat', 'it', 'all', 'up', 'right', 'along', 'with', 'a', 'side', 'of', 'fox', 'news', 'and', 'pro', 'israel', 'propaganda', 'qanon']",202,"['Arab', 'Other']",offensive,200,['Other'],offensive,223,"['Arab', 'Other']",offensive,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",offensive,['Arab']
18667,27430899_gab,"['there', 'is', 'absolutely', 'no', 'room', 'for', 'same', 'sex', 'marriages', 'it', 'is', 'important', 'to', 'state', 'that', 'homosexual', 'activity', 'is', 'prohibited', 'according', 'to', 'the', 'hindu', 'religion', 'so', 'this', 'has', 'always', 'been', 'our', 'position', 'that', 'a', 'marriage', 'is', 'between', 'a', 'male', 'and', 'a', 'female', 'satnarayan', 'maharaj']",207,['Homosexual'],normal,202,['Other'],normal,206,['Homosexual'],offensive,[],normal,['Homosexual']
18670,27435738_gab,"['he', 'gave', 'you', 'a', 'brillo', 'pad', 'that', 'you', 'all', 'spend', 'a', 'fortune', 'on', 'to', 'get', 'rid', 'of', 'so', 'you', 'can', 'look', 'like', 'white', 'women']",200,"['Caucasian', 'Women']",offensive,201,"['African', 'Women']",offensive,210,"['Caucasian', 'Women']",hatespeech,"[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]]",offensive,"['Caucasian', 'Women']"
18674,27442888_gab,"['tell', 'that', 'retarded', 'fucking', 'monkey', 'to', 'come', 'on', 'with', 'it', 'i', 'will', 'wait']",202,['Other'],offensive,203,['None'],hatespeech,204,['Other'],offensive,"[[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]]",offensive,
18686,27511340_gab,"['recognising', 'jerusalem', 'as', 'israels', 'capital', 'and', 'relocating', 'the', 'arabs', 'to', 'jordan', 'is', 'not', 'pro', 'israel', 'it', 'is', 'fact', 'and', 'truth']",199,['Jewish'],normal,217,"['Men', 'Women']",normal,215,['None'],normal,[],normal,
18702,27559578_gab,"['so', 'is', 'it', 'ok', 'for', 'us', 'to', 'protest', 'jews', 'in', 'those', 'positions', 'in', 'our', 'countries', 'as', 'well', 'chill', 'the', 'personal', 'attacks', 'i', 'am', 'better', 'than', 'you', 'at', 'those', 'and', 'i', 'have', 'not', 'even', 'used', 'one', 'yet', 'it', 'a', 'debate']",200,['Jewish'],normal,228,['Jewish'],offensive,223,['None'],offensive,"[[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",offensive,['Jewish']
18704,2756921_gab,"['re', 'the', '<number>', 'people', 'who', 'recently', 'followed', 'me', 'have', 'you', 'no', 'taste', 'or', 'standards', 'i', 'will', 'try', 'to', 'return', 'the', 'follow', 'asap', 'i', 'am', 'just', 'making', 'sure', 'you', 'are', 'not', 'a', 'window', 'licking', 'nazi', 'larping', 'annoying', 'drama', 'queen', 'i', 'can', 'only', 'handleso', 'much', 'of', 'that', 'so', 'far', 'so', 'good', 'theyfollowmewtf']",230,['None'],normal,240,['None'],normal,205,['None'],normal,[],normal,
18713,27593057_gab,"['brigham', 'and', 'women', 'hospital', 'a', 'teaching', 'hospital', 'of', 'harvard', 'medical', 'school', 'is', 'taking', 'down', 'portraits', 'of', 'white', 'medical', 'legends', 'because', 'they', 'reinforce', 'white', 'men', 'are', 'in', 'charge', 'liberal', 'craziness', 'diversity']",201,['Other'],normal,209,['Women'],normal,228,['None'],normal,[],normal,
18714,27597499_gab,"['also', 'let', 'me', 'add', 'that', 'even', 'genuine', 'refugees', 'are', 'often', 'fleeing', 'their', 'home', 'countries', 'because', 'they', 'fear', 'retribution', 'for', 'the', 'very', 'bad', 'things', 'they', 'did', 'to', 'their', 'fellow', 'nationals', 'steve', 'sailor']",217,"['Men', 'Women']",normal,199,['None'],normal,212,['Refugee'],offensive,[],normal,
18741,27670128_gab,"['how', 'did', 'these', 'jews', 'make', 'such', 'an', 'accurate', 'representation', 'of', 'the', 'pro', 'white', 'movement', 'it', 'just', 'like', 'us']",199,"['Caucasian', 'Jewish']",normal,200,['Jewish'],offensive,201,['Jewish'],normal,[],normal,['Jewish']
18742,27673860_gab,"['twitter', 'is', 'agaisnt', 'all', 'non', 'muslim', 'holidays']",199,['Islam'],normal,201,['Islam'],normal,222,['Islam'],offensive,[],normal,['Islam']
18750,27705105_gab,"['again', 'and', 'again', 'what', 'i', 'hear', 'from', 'mexican', 'immigrants', 'is', 'that', 'we', 'need', 'to', 'do', 'more', 'for', 'them', 'their', 'is', 'moral', 'outrage', 'and', 'entitlement', 'in', 'their', 'voices', 'as', 'they', 'want', 'someone', 'else', 'to', 'invent', 'create', 'or', 'pay', 'for', 'something', 'else', 'for', 'them']",221,"['Hispanic', 'Refugee']",normal,200,"['Hispanic', 'Refugee']",offensive,207,"['Hispanic', 'Refugee']",normal,[],normal,"['Hispanic', 'Refugee']"
18752,27715195_gab,"['you', 'have', 'a', 'spic', 'in', 'a', 'spic', 'area', 'he', 'd', 'have', 'had', 'to', 'be', 'the', 'shooter', 'himself', 'almost', 'to', 'get', 'fired', 'a', 'little', 'bit', 'of', 'sexual', 'harassment', 'eyy', 'mamasita', 'joo', 'bee', 'lookin', 'good', 'is', 'nothing', 'to', 'those', 'muds', 'best', 'to', 'deport', 'them', 'all']",202,['Hispanic'],offensive,206,"['Hispanic', 'Refugee']",hatespeech,207,['Hispanic'],offensive,"[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",offensive,['Hispanic']
18787,27886895_gab,"['the', 'hill', 'as', 'always', 'twists', 'it', 'up', 'it', 'not', 'the', 'religious', 'right', 'it', 'the', 'religious', 'left', 'that', 'run', 'refugee', 'placement', 'programs', 'and', 'such', 'like', 'the', 'jackasses', 'settle', 'muzzies', 'in', 'paterson', 'nj']",210,"['Arab', 'Refugee']",hatespeech,201,"['Islam', 'Refugee']",hatespeech,199,"['Islam', 'Refugee']",hatespeech,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]]",hatespeech,"['Islam', 'Refugee']"
18799,27942516_gab,"['purple', 'haired', 'dyke', 'fascism', 'please', 'stop', 'this', 'meme']",207,['Homosexual'],offensive,223,['None'],offensive,231,['None'],normal,"[[1, 1, 1, 0, 0, 0, 0, 0], [1, 1, 1, 1, 1, 1, 1, 1]]",offensive,
18805,27984542_gab,"['norwegians', 'just', 'as', 'retarded', 'as', 'the', 'rest', 'of', 'w', 'europe', 'importing', 'murdering', 'raping', 'incestious', 'pedophiles', 'to', 'a', 'once', 'beautiful', 'country', 'have', 'caucasians', 'no', 'brain', 'these', 'days']",210,['Caucasian'],hatespeech,220,['Refugee'],hatespeech,212,['Caucasian'],offensive,"[[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",hatespeech,['Caucasian']
18811,27998697_gab,"['attention', 'all', 'lieberal', 'feminazi', 'here', 'a', 'cause', 'for', 'you', 'put', 'on', 'your', 'pussy', 'hats', 'and', 'go', 'get', 'the', 'toxic', 'male', 'responsible', 'for', 'actual', 'pussy', 'grabbing', 'c', 'mon', 'lying', 'bitches', 'still', 'waiting']",211,['Women'],hatespeech,221,['Women'],offensive,206,['Women'],hatespeech,"[[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",hatespeech,['Women']
18814,2801215_gab,"['muslim', 'migrant', 'rapes', 'more', 'women', 'than', 'canadian', 'bernado', 'yet', 'media', 'stays', 'silent', 'we', 'wonder', 'why', 'no', 'one', 'trusts', 'the', 'media', 'any', 'more']",228,"['Islam', 'Refugee']",offensive,223,['Islam'],hatespeech,233,['Islam'],offensive,"[[1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",offensive,['Islam']
18828,2867779_gab,"['i', 'am', 'an', 'american', 'but', 'i', 'am', 'ethnically', 'chinese', 'people', 'often', 'ask', 'me', 'what', 'does', 'ching', 'chong', 'ching', 'chong', 'mean', 'i', 'always', 'answer', 'it', 'means', 'go', 'fuck', 'yourself', 'you', 'retarded', 'democrat', 'speakfreely']",223,['Asian'],offensive,201,['Asian'],offensive,211,['Caucasian'],offensive,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]]",offensive,['Asian']
18833,2901472_gab,"['<user>', 'he', 'should', 'resign', 'and', 'then', 'commit', 'hara', 'kiri', 'in', 'front', 'of', 'those', 'bloody', 'thirsty', 'muslim', 'scumbag', 'camel', 'jockeys']",217,"['Arab', 'Islam', 'Men', 'Women']",hatespeech,235,['Islam'],hatespeech,199,['Islam'],hatespeech,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1], [0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",hatespeech,['Islam']
18846,2984501_gab,"['<user>', 'conversano', 'seen', 'by', 'some', 'as', 'controlled', 'opposition', 'advocates', 'frontal', 'clash', 'risks', 'civil', 'war', 'whereas', 'the', 'french', 'white', 'population', 'has', 'no', 'weapons', 'contrary', 'to', 'the', 'heavily', 'armed', 'ghettos', 'good', 'idea']",212,['Caucasian'],offensive,223,['Other'],offensive,217,"['Men', 'Women']",normal,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0]]",offensive,
18863,3051248_gab,"['<user>', 'why', 'would', 'you', 'automatically', 'associate', 'the', 'will', 'to', 'welcome', 'refugees', 'and', 'the', 'indifference', 'to', 'rape', 'outside', 'of', 'your', 'dogmatic', 'juice', 'this', 'correlation', 'makes', 'no', 'sense', 'at', 'all', 'you', 'are', 'only', 'showing', 'your', 'preconceptions', 'and', 'small', 'mindedness', 'by', 'bringing', 'the', 'refugee', 'issue', 'on', 'a', 'false', 'rape', 'topic']",199,['Refugee'],normal,217,"['Men', 'Women']",normal,212,['Refugee'],offensive,[],normal,['Refugee']
18873,3160792_gab,"['<user>', 'and', 'this', 'is', 'why', 'zionist', 'hate', 'him', 'and', 'want', 'to', 'destroy', 'russia', 'they', 'kicked', 'out', 'the', 'big', 'banks', 'owned', 'by', 'kenite', 'jews', 'russia', 'is', 'literally', 'the', 'last', 'vestige', 'of', 'white', 'values', 'left', 'in', 'the', 'world']",211,['None'],normal,221,['Jewish'],normal,206,['Jewish'],hatespeech,[],normal,['Jewish']
18875,3166553_gab,"['a', 'liberal', 'asked', 'if', 'conservatives', 'would', 'do', 'the', 'jobs', 'illegal', 'immigrants', 'do', 'why', 'must', 'democrats', 'think', 'we', 'need', 'a', 'permanent', 'underclass', 'of', 'non', 'citizens', 'wait', 'were', 'not', 'they', 'the', 'ones', 'who', 'implemented', 'slavery', 'were', 'not', 'they', 'against', 'civil', 'rights', 'it', 'all', 'becoming', 'clearer', 'now']",217,"['Men', 'Women']",normal,215,['None'],normal,199,['Refugee'],normal,[],normal,
18876,3167875_gab,"['i', 'love', 'how', 'feminists', 'only', 'like', 'women', 'who', 'break', 'the', 'glass', 'ceiling', 'when', 'they', 'agree', 'with', 'them', 'kellyanneconway']",204,['Women'],normal,203,['Women'],normal,202,"['Women', 'Other']",offensive,[],normal,['Women']
18895,3284098_gab,"['all', 'women', 'who', 'want', 'to', 'have', 'kids', 'are', 'more', 'beautiful', 'than', 'all', 'women', 'who', 'do', 'not', 'want', 'to', 'have', 'kids']",225,['Women'],normal,203,['Women'],normal,211,['None'],normal,[],normal,['Women']
18912,3400567_gab,"['<user>', 'are', 'not', 'the', 'immigrants', 'from', 'iran', 'sikhs', 'as', 'well', 'i', 'have', 'heard', 'a', 'lot', 'of', 'great', 'success', 'stories', 'about', 'how', 'they', 'integrated', 'into', 'our', 'society']",223,"['Arab', 'Refugee']",offensive,206,"['Arab', 'Islam']",normal,217,"['Men', 'Women']",normal,[],normal,['Arab']
18920,3426717_gab,"['considering', 'many', 'europeans', 'have', 'now', 'been', 'raped', 'and', 'killed', 'horriby', 'by', 'islamic', 'hoardes', 'i', 'wonder', 'what', 'the', 'media', 'reaction', 'when', 'the', 'backlash', 'comes', 'it', 'is', 'bound', 'to', 'happen', 'no', 'doubt', 'they', 'will', 'condemn', 'it', 'as', 'a', 'white', 'nazi', 'hate', 'crime', 'and', 'come', 'down', 'hard', 'on', 'anyone', 'critical', 'of', 'islam', 'banislam']",199,['Caucasian'],hatespeech,217,"['Arab', 'Islam', 'Men', 'Women', 'Refugee']",hatespeech,205,"['Arab', 'Islam']",offensive,"[[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",hatespeech,"['Arab', 'Islam']"
18923,3436770_gab,"['babbitt', 'and', 'deyo', 'a', 'gay', 'couple', 'engaged', 'in', 'ongoing', 'sexual', 'contact', 'with', 'eight', 'underage', 'boys', 'over', 'several', 'years', 'and', 'then', 'killed', 'themselves', 'when', 'discovered', 'breitbart']",201,['Homosexual'],normal,199,['Homosexual'],normal,222,['Homosexual'],normal,[],normal,['Homosexual']
18933,3483203_gab,"['obamanicknames', '<number>', '<number>', 'dollar', 'muslim', 'pimp', 'a', 'hole', 'musloid', 'a', 'token', 'to', 'make', 'stupid', 'white', 'people', 'feel', 'less', 'guilty', 'a', 'tr', '<user>', 'gay', 'husband', 'americahaterinchief', 'america', 'hating', 'globalist', 'elitist', 'piece', 'of', 'trash', 'arrogant', 'pompous', 'narcissistic', 'thug', 'attention', 'hound', 'b', 'hussein', 'blunder', 'barack', 'arafat']",211,['None'],normal,205,"['African', 'Islam']",hatespeech,206,"['Homosexual', 'Arab', 'Islam']",hatespeech,"[[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1], [0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",hatespeech,['Islam']
18936,3492903_gab,"['i', 'hope', 'obama', 'and', 'his', 'corrupt', 'cia', 'get', 'caught', 'trying', 'cut', 'the', 'power', 'to', 'our', 'grid', 'i', 'd', 'love', 'to', 'see', 'that', 'muslim', 'goatf*cker', '<censored>', 'in', 'cuffs', 'and', 'a', 'jumpsuit', 'falseflag', 'obama']",199,"['Arab', 'Islam']",hatespeech,235,['Arab'],hatespeech,222,['Arab'],hatespeech,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]]",hatespeech,['Arab']
18945,3581881_gab,"['<user>', 'jews', 'have', 'their', 'own', 'country', 'they', 'should', 'stop', 'meddling', 'and', 'trying', 'to', 'flood', 'our', 'nations', 'with', 'immigrants']",203,['Jewish'],hatespeech,238,['Jewish'],hatespeech,212,['Jewish'],hatespeech,"[[0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1], [0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",hatespeech,['Jewish']
18962,3733403_gab,"['if', 'these', 'ghetto', 'trash', 'gangsta', 'pussies', 'are', 'so', 'bad', 'ass', 'then', 'why', 'do', 'they', 'almost', 'always', 'group', 'up', 'in', 'packs', 'of', '<number>', 'or', 'more', 'to', 'attack', 'a', 'solo', 'white', 'person', 'and', 'they', 'tend', 'to', 'pick', 'weakened', 'inebriated', 'or', 'incapacitated', 'victims', 'doh']",199,['African'],hatespeech,217,"['African', 'Men']",offensive,212,['African'],offensive,"[[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0], [0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",offensive,['African']
18986,3852741_gab,"['it', 'worth', 'remembering', 'that', 'in', '<number>', 'meryl', 'streep', 'actually', 'stood', 'up', 'and', 'applauded', 'a', 'man', 'who', 'drugged', 'then', 'raped', 'a', '<number>', 'year', 'old', 'girl', 'streep', 'was', 'fully', 'aware', 'of', 'the', 'rape', 'and', 'supported', 'him', 'nonetheless', 'child', 'rape', 'ok', 'democracy', 'not', 'so', 'much', 'yikes']",217,['Women'],offensive,199,"['Men', 'None']",normal,213,['None'],normal,[],normal,
18998,3949269_gab,"['<user>', 'forgot', 'to', 'tell', 'you', 'my', 'favorite', 'food', 'is', 'italian', 'food', 'do', 'you', 'make', 'canoles', 'it', 'sad', 'what', 'happening', 'over', 'there', 'with', 'the', 'refugees']",202,"['Refugee', 'Other']",normal,205,['Refugee'],offensive,223,['Refugee'],normal,[],normal,['Refugee']
19000,3965684_gab,"['obama', 'to', 'cubans', 'you', 'can', 'not', 'stay', 'sorry', 'cubans', 'but', 'what', 'about', 'the', 'illegal', 'immigrants', 'from', 'mexico', 'obama', 'they', 'get', 'to', 'stay', 'they', 'vote', 'democrat', 'result', 'obama', 'just', 'guaranteed', 'trump', 'will', 'win', 'florida', 'in', '<number>', 'gab', 'gabfam', 'speakfreely', 'maga', 'cuba']",215,['None'],normal,212,['Refugee'],offensive,217,"['Hispanic', 'Men', 'Women', 'Refugee']",offensive,"[[1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",offensive,['Refugee']
19001,3970862_gab,"['fbi', 'completely', 'inept', 'paralyzed', 'by', 'pc', 'airport', 'shooter', 'who', 'killed', '<number>', 'while', 'shouting', 'allah', 'akbar', 'converted', 'to', 'islam', 'changed', 'name', 'to', 'aashiq', 'hammad', 'purchased', 'ticket', 'under', 'new', 'muslim', 'name', 'recorded', 'islamic', 'religious', 'songs', 'fbi', 'can', 'not', 'tell', 'terrorism', 'was', 'the', 'motive', 'maga', 'trump', 'gabfam', 'banislam']",215,['None'],normal,212,['Islam'],offensive,217,"['Men', 'Women']",normal,[],normal,
19003,3978432_gab,"['<user>', 'the', 'only', 'problem', 'i', 'see', 'right', 'now', 'with', 'this', 'is', 'the', 'robot', 'is', 'white', 'so', 'even', 'if', 'you', 'do', 'grant', 'it', 'rights', 'some', 'ghetto', 'niggas', 'are', 'going', 'to', 'come', 'along', 'and', 'kidnap', 'it', 'because', 'it', 'white', 'and', 'mostly', 'like', 'supported', 'donald', 'j', 'trump', 'for', 'president']",230,['African'],offensive,224,['African'],hatespeech,229,['African'],offensive,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",offensive,['African']
19005,3990992_gab,"['yes', 'npr', 'do', 'go', 'on', 'please', 'tell', 'me', 'about', 'all', 'the', 'poor', 'women', 'who', 'need', 'my', 'money', 'because', 'they', 'can', 'not', 'keep', 'their', 'legs', 'closed', 'maga', 'speakfreely']",203,['Women'],offensive,204,['Women'],offensive,233,['Women'],offensive,"[[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]]",offensive,['Women']
19007,3999711_gab,"['bringing', 'in', 'pro', 'sharia', 'law', 'immigrants', 'is', 'like', 'letting', 'a', 'drunk', 'driver', 'take', 'kids', 'to', 'school', 'on', 'the', 'bus', 'it', 'like', 'letting', 'a', 'serial', 'killer', 'out', 'of', 'prison', 'and', 'hope', 'he', 'she', 'has', 'learned', 'their', 'lesson']",217,"['Arab', 'Islam', 'Men', 'Women', 'Refugee']",offensive,212,['Refugee'],offensive,209,['Refugee'],offensive,"[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]]",offensive,['Refugee']
19014,4025504_gab,"['<user>', 'you', 'do', 'not', 'consider', 'anything', 'presented', 'to', 'you', 'as', 'evidence', 'let', 'alone', 'irrefutable', 'evidence', 'you', 'just', 'continue', 'to', 'diagree', 'you', 'shifted', 'this', 'argument', 'from', 'the', 'jews', 'pushing', 'the', 'muslims', 'in', 'to', 'the', 'holocaust', 'to', 'af', 'diary', 'you', 'can', 'not', 'win', 'so', 'you', 'shift', 'are', 'you', 'black', 'or', 'a', 'woman']",217,"['African', 'Women']",offensive,206,"['African', 'Islam', 'Jewish', 'Women']",offensive,223,"['African', 'Islam', 'Jewish', 'Women']",hatespeech,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]]",offensive,"['Islam', 'Women', 'African', 'Jewish']"
